Gatunek;KOL;APZ;APW;D1;D2;PS;R;SC;PL;PYL;K-J;PYLZN;PYLPL;ZN;SZY;NB;KAT;V;KON;MASA;POW;NAS;WYS;SZER;SZEW
F. imperialis;5;;;;;;0;;20,63;16,56;-4,07;0;6,27;;;;;;;;;;;;
F. imperialis;5;;;;;;;;;16,04;16,04;0;8,9;;;;;;;;;;;;
F. imperialis;5;;;18,48;24,4;24,4;1,313240043;13,73;18,58;17,95;-0,63;1,56;6,38;16,62;10,68;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,5;17,43;-2,07;1,53;8,62;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,21;16,63;-2,58;0,94;6,99;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,33;16,16;-4,17;0;6,36;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,42;15,96;-4,46;0;11,11;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,38;17,12;-3,26;0;9,58;;;;;;;;;;;;
F. imperialis;5;;;19,54;22,56;22,56;1,193650794;12,9;18,9;17,17;-1,73;;8,56;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,5;18,09;-1,41;;8,56;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,61;18,61;0;;6,32;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,77;18,78;0,01;;7,74;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,02;17,79;-2,23;;8,41;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,74;16,62;-3,12;;7,27;;;;;;;;;;;;
F. imperialis;5;;;23,13;15,66;23,16;1,185867896;22,71;19,53;17,24;-2,29;;7,31;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,9;17,24;-3,66;;4,66;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,97;15,74;-4,23;;8,66;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,43;14,75;-5,68;;0,17;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,46;16,37;-3,09;;5,6;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,84;17,38;-2,46;;;;;;;;;;;;;;
F. imperialis;5;;;25;21,77;16,31;0,810233482;20,81;20,13;16,82;-3,31;;10,35;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,26;15,98;-4,28;;10,35;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,26;16,88;-3,38;;5,8;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,83;17,45;-2,38;;7,11;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,82;16,27;-3,55;;8,13;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,89;15,96;-3,93;;8,17;;;;;;;;;;;;
F. imperialis;5;;;18,76;20,15;18,6;0,988835726;15,76;18,81;18,78;-0,03;;7,43;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,81;16,59;-2,22;;6,41;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,24;16,16;-3,08;;7,45;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,27;15,13;-5,14;;6,04;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,62;14,49;-5,13;;7,65;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,91;16,25;-2,66;;10,02;;;;;;;;;;;;
F. imperialis;5;;;15,6;24,13;15,8;0,784119107;15,22;20,15;18,94;-1,21;;5,69;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,79;18,33;-1,46;;10,9;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,2;17,63;-1,57;;7,23;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,93;18,17;-0,76;;4,88;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,81;17,56;-3,25;;4,85;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;22,57;16,65;-5,92;;4,88;;;;;;;;;;;;
F. imperialis;5;;;18,57;17,4;17,4;0,881458967;18,52;19,74;17,85;-1,89;;7;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,16;17,28;-2,88;;8,19;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,33;16,75;-2,58;;8,08;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,3;15,41;-3,89;;7,3;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,47;15,37;-5,1;;2,6;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,9;17,03;-2,87;;5,48;;;;;;;;;;;;
F. imperialis;5;;;22,43;18,39;19,24;0,989711934;14,87;19,44;17,15;-2,29;2,16;7,8;16,63;12,07;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,83;17,15;-2,68;0;6,1;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21,47;17,7;-3,77;0;6,06;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,87;16,27;-3,6;0;11,06;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21,22;29;7,78;0;10,69;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,81;30;10,19;0;6,62;;;;;;;;;;;;
F. imperialis;5;;;22,65;15,62;22,05;1,114762386;21,99;19,78;16,02;-3,76;;12,35;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,13;15,37;-3,76;;0,11;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,89;16,92;-3,97;;0,02;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,89;17,79;-2,1;;4,41;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,73;18,62;-1,11;;6,45;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,68;18,75;-1,93;;4,65;;;;;;;;;;;;
F. imperialis;5;;;23,1;20,36;20,36;1,074406332;8,77;18,95;17,36;-1,59;;7,08;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,86;18,2;-1,66;;8,38;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,59;17,07;-3,52;;6,03;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,87;15,67;-4,2;;8,07;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,3;15,13;-4,17;;8,41;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,43;15,1;-4,33;;7,56;;;;;;;;;;;;
F. imperialis;5;;;22,05;16,98;19,02;0,960606061;20,54;19,8;16,3;-3,5;;4,33;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,81;16,72;-3,09;;5,69;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,94;16,66;-4,28;;6,93;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,14;14,48;-5,66;;6,28;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,94;16,05;-4,89;;6,97;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;17,75;;-17,75;;1,4;;;;;;;;;;;;
F. imperialis;5;;;19,74;22,58;19,06;0,913710451;20,1;20,86;18,24;-2,62;;4,84;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21,46;17,89;-3,57;;6,91;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,7;16,79;-3,91;;7,37;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,63;18,93;-0,7;;6,36;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,9;17,3;-3,6;;6,36;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21,68;15,82;-5,86;;6,36;;;;;;;;;;;;
F. imperialis;5;;;20,93;15,22;19,62;0,970806531;23,2;20,21;16,96;-3,25;;8,94;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,64;16,15;-3,49;;5,44;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,91;16,13;-3,78;;3,46;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,49;16,62;-2,87;;5,73;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,49;15,62;-3,87;;0,02;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21,09;14,23;-6,86;;4,76;;;;;;;;;;;;
F. imperialis;5;;;22,15;22,14;18,51;0,982484076;18,03;18,84;14,43;-4,41;;2,94;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,34;13,17;-6,17;;6,67;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,78;14,02;-4,76;;7,57;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,5;15,64;-4,86;;8,3;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,8;;-18,8;;0,02;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;15,33;;-15,33;;4,05;;;;;;;;;;;;
F. imperialis;5;;;13,99;20,17;19,45;0,990325866;19,14;19,64;14,7;-4,94;;8,35;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,16;18,11;-2,05;;5,52;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21,02;15,1;-5,92;;9,03;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,17;;-20,17;;4,94;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;17,08;;-17,08;;5,44;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;16,21;;-16,21;;8,61;;;;;;;;;;;;
F. imperialis;5;;;25,75;16,55;24,96;1,266362253;16,13;19,71;16,59;-3,12;;5,67;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,22;16,42;-2,8;;4,1;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,94;17,81;-2,13;;7,39;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,5;13,69;-5,81;;6,93;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,74;12,11;-7,63;;0,47;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,1;14,63;-4,47;;7,99;;;;;;;;;;;;
F. imperialis;5;;;18,18;19,36;19,54;1,037705789;19,54;18,83;16,94;-1,89;;8,9;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,55;16,23;-4,32;;10,58;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,91;17,59;-1,32;;6,8;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;17,7;;-17,7;;8,76;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;13,81;;-13,81;;9,49;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;15,52;;-15,52;;8,21;;;;;;;;;;;;
F. imperialis;5;;;24,96;24,97;19,9;1,030020704;17,88;19,32;15,51;-3,81;;9,91;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,9;16,18;-3,72;;10,19;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,32;14,97;-3,35;;8,59;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;17,83;14,23;-3,6;;8,6;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,91;;-18,91;;9,52;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,05;;-20,05;;7,92;;;;;;;;;;;;
F. imperialis;5;;;24,89;24,89;18,2;0,944473275;15,17;19,27;18,36;-0,91;;18,68;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,96;17,66;-1,3;;18,58;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,73;16,64;-3,09;;19,45;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;18,4;16,48;-1,92;;20,38;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;19,36;16,55;-2,81;;19,27;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,62;15,9;-4,72;;18,91;;;;;;;;;;;;
F. imperialis;5;;;23,77;22,86;23,93;1,217192269;18,79;19,66;16,91;-2,75;;6,35;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,07;16,61;-3,46;;6,65;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,81;15,4;-5,41;;5,24;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;20,11;17,22;-2,89;;9,65;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21;15,68;-5,32;;9,67;;;;;;;;;;;;
F. imperialis;5;;;;;;0;;21;15,13;-5,87;;8,52;;;;;;;;;;;;
F. imperialis;5;;;;;;;;;;0;;9,08;;;;;;;;;;;;
F. involucrata;1;20;;;;;;;;;0;;;;;;;;;0,002815;34,8;4;8;5,5;3,2
F. involucrata;1;15;;;;;;;;;0;;;;;;;;;;32,4;3,75;8,64;5,5;2
F. involucrata;1;5;;;;;;;;;0;;;;;;;;17;;25,38;5,75;7,2;4,75;2,3
F. involucrata;1;;;;;;;;;;;;;;;;;;;;38,164;4,11;8,12;7,1;2,3
F. involucrata;1;;;;;;;;;;;;;;;;;;;;32,396;4,12;7,12;6,5;2,6
F. involucrata;1;;;;;;;;;;;;;;;;;;;;38,0324;3,99;7,99;6,12;3,4
F. involucrata;1;;;;;;;;;;;;;;;;;;;;37,037;4,11;8,14;5,99;3,11
F. involucrata;1;;;;;;;;;;;;;;;;;;;;5,076923077;3,538461538;3,384615385;1,769230769;1,230769231
F. ionica;1;6;8;28,74;28,74;28,02;0,958604174;;29,23;21,65;-7,58;2,06;8,56;19,96;8,6;;70;3,7;19;;5,076923077;3,538461538;3,384615385;1,769230769;1,230769231
F. ionica;1;10;11;;;;0;;28,46;18,65;-9,81;1,58;10,89;;;;;;;;5,917159763;1,769230769;3,076923077;2,307692308;1,538461538
F. ionica;1;;14;;;;0;;27,89;20,9;-6,99;2,65;6,47;;;;;;;;5,744;3,4;3,2;2,3;1,29
F. ionica;1;;;;;;0;;27,86;15,89;-11,97;0;11,21;;;;;;;;6,79035;3,25;3,045;2;2,46
F. ionica;1;;;;;;0;;26,88;17,34;-9,54;0;9,65;;;;;;;;5,7505;1,9;3,1;2,7;1,01
F. ionica;1;;;;;;0;;28,48;17,33;-11,15;0;11,39;;;;;;;;4,8675;1,98;3,54;1,4;1,35
F. japonica;6;;;;;;0;;20,81;9,26;-11,55;0;2,96;12,06;5,54;;20;;;;;;;;
F. japonica;6;;;;;;0;;19,28;9;-10,28;0;2,57;;;;;;;;;;;;
F. japonica;6;;;;;;0;;18,64;8,99;-9,65;0;2,31;;;;;;;;;;;;
F. japonica;6;;;;;;0;;16,41;10,73;-5,68;0;3,32;;;;;;;;;;;;
F. japonica;6;;;;;;0;;14,98;10,7;-4,28;0;4,08;;;;;;;;;;;;
F. japonica;6;;;;;;0;;14,02;10,58;-3,44;0;3,87;;;;;;;;;;;;
F. kothsiana;3/1;0;;;;;;;;;0;;;;;;;42;21,5;0,02289;10,22644266;5,405405405;3,783783784;2,702702703;
F. kothsiana;3/1;0;;;;;;;;;0;;;;;;;59,5;31;0,01405;12,27173119;4,594594595;3,783783784;3,243243243;
F. kothsiana;3/1;1;;;;;;;;;0;;;;;;;63,5;15;0,01757;12,0979;4,12;3,89;3,11;
F. kothsiana;3/1;1;;;;;;;;;0;;;;;;;56;32,5;0,0125;12,2146;4,15;3,89;3,14;
F. kothsiana;3/1;;;;;;;;;;;;;;;;;;15;;11,9301;4,99;3,99;2,99;
F. kothsiana;3/1;;;;;;;;;;;;;;;;;;31;;12,8232;4,56;4,11;3,12;
F. latakesis;3/1;;;;;;;;;;0;;;;;;;;36,5;;10,4394;1,72;5,48;2,51;1,3
F. latakesis;3/1;;;;;;;;;;0;;;;;;;;28;;11,15702479;0,909090909;6,136363636;2,272727273;1,363636364
F. latakesis;3/1;;;;;;;;;;0;;;;;;;;38;;10,12396694;0,681818182;6,363636364;2,272727273;0,909090909
F. latakesis;3/1;;;;;;;;;;0;;;;;;;;48;;8,65155;1,1;4,11;3,11;1,1
F. latakesis;3/1;;;;;;;;;;;;;;;;;;;;10,375;1,12;5;3,15;1
F. latakesis;3/1;;;;;;;;;;;;;;;;;;;;12,66885;1;5,99;3,11;1,12
F. latakesis;3/1;;;;;;;;;;;;;;;;;;;;1,95;;;;
F. liliae;2;;;;;;;;;;;;;;;;;34;48;0,00323;2,353;0,32;2,6;1,12;0,38
F. liliae;2;;;;;;;;;;;;;;;;;;;;2,352;0,27;2,4;1,3;0,39
F. liliae;2;;;;;;;;;;;;;;;;;;;;3,5;0,533333333;2;1,2;0,333333333
F. liliae;2;;;;;;;;;;;;;;;;;;;;3,1;0,4;2,4;1,066666667;0,4
F. liliae;2;;;;;;;;;;;;;;;;;;;;3,3;0,56;2,6;1,4;0,41
F. liliae;2;;;;;;;;;;;;;;;;;;;;2,028;0,6;2,4;1,5;0,46
F. lutea;4;;;;;;;;;;0;;;;;;;;33;;;;;;
F. michailovski;3;0;0;22,79;18,29;15,49;0,749032882;15,88;20,68;11,78;-8,9;7,68;8,78;4,13;;1;;2,6;;0,00202;12,7;3;10,84;1,73;1,3
F. michailovski;3;3;0;;;;0;;19,87;10,42;-9,45;;;;;;;5,6;23;;12,5;3,29;11,47;1,95;1,49
F. michailovski;3;1;0;;;;0;;20,1;10,42;-9,68;;;;;;;5;28;0,00039;14;2,98;10,32;2,18;1,61
F. michailovski;3;2;0;;;;0;;20,36;9,99;-10,37;;;;;;;2;32;0,00194;11,6;3,64;10,26;1,8;1,73
F. michailovski;3;2;0;;;;0;;20,89;9,04;-11,85;;;;;;;7;13;0,00881;15;4,53;11,02;1,91;1,59
F. michailovski;3;;;;;;0;;19,62;9,13;-10,49;;;;;;;0,85;;0,00105;14,7;4,07;9,88;3,03;2,16
F. michailovski;3;;;21,58;20,83;17,11;0,743913043;24,01;23;13,65;-9,35;1,49;9,02;18,21;9,27;1;65;;;;11,6;3,74;9,39;1,81;1,12
F. michailovski;3;;;;;;0;;23;15,37;-7,63;0,72;6,45;;;;;1;10;0,0005;11,7;2,89;9,55;1,69;1,14
F. michailovski;3;;;;;;0;;21,3;12,01;-9,29;1,91;4,15;;;;;0,5;10,75;0,00189;12,5;2,62;8,34;1,33;1,05
F. michailovski;3;;;;;;0;;21,8;13,02;-8,78;0,59;4,49;;;;;10,5;12;0,01092;12,3;3,97;9,23;1,88;3,57
F. michailovski;3;;;;;;0;;23,51;15,72;-7,79;1,92;3,91;;;;;5;10,25;0,00037;7;1,36;9,27;0,94;2,12
F. michailovski;3;;;;;;0;;22,09;16,07;-6,02;0,37;3,91;;;;;10,2;;0,00027;9;1,98;9,92;1,72;1,24
F. michailovski;3;;;27,3;28,2;18,34;0,914257228;24,14;20,06;12,44;-7,62;0,88;5,89;13,92;6,83;1;135;1;;0,00572;15,4;3,56;10,85;1,59;0,93
F. michailovski;3;;;;;;0;;21,19;11,7;-9,49;1,92;2,44;;;;;2,8;;;10,4;3,53;8,07;1,29;0,93
F. michailovski;3;;;;;;0;;19,71;13,09;-6,62;0,99;4,4;;;;;;;0,00092;13,6;3,48;8,47;1,17;1,11
F. michailovski;3;;;;;;0;;18,3;12,6;-5,7;1,16;5,05;;;;;0,2;;0,00277;7,4;4,72;9,16;1,26;1,22
F. michailovski;3;;;;;;0;;19,72;12,6;-7,12;1,22;4,29;;;;;0,3;;0,00303;8,2;2,62;9,67;1,56;1,24
F. michailovski;3;;;;;;0;;19,89;11,83;-8,06;1,22;4,45;;;;;3,25;;0,00177;16,7;3,43;10,8;2,35;1,63
F. michailovski;3;;;31,31;31,05;22,92;0,9408867;51,69;24,36;10,94;-13,42;0,33;4,93;15,28;7,74;1;75;2;;0,00381;7,6;;;;
F. michailovski;3;;;;;;0;;25,03;12,41;-12,62;1,12;6,17;;;;;;;0,003003333;11,3;4,2;9,85;2,56;1,59
F. michailovski;3;;;;;;0;;24,83;11,69;-13,14;0,32;4,89;;;;;;;;6,9;3,94;10;2,23;1,72
F. michailovski;3;;;;;;0;;24,66;12,25;-12,41;0,72;5,84;;;;;;;;10,7;3,18;11,66;2,72;1,65
F. michailovski;3;;;;;;0;;25,56;15,17;-10,39;0,52;6;;;;;;;;13,3;3,19;11,66;1,82;1,37
F. michailovski;3;;;;;;0;;25,6;15,15;-10,45;0,75;6;;;;;;;;9,5;4,74;9,62;3,26;1,94
F. michailovski;3;;;28,95;27,21;19,36;0,740627391;69,95;26,14;14,4;-11,74;0,6;5,68;17,55;8,17;1;78;;;;17;5,26;10,77;3,01;1,73
F. michailovski;3;;;;;;0;;27,73;13,7;-14,03;2,33;5,77;;;;;;;;20,43875;3,98;10,76;2,35;1,86
F. michailovski;3;;;;;;0;;27,39;14,44;-12,95;1,11;4,36;;;;;;;;21,492;5,45;12,93;3,44;1,76
F. michailovski;3;;;;;;0;;27,82;13,91;-13,91;0,67;5,78;;;;;;;;16,3;4,87;12,26;2,8;2,01
F. michailovski;3;;;;;;0;;29,95;17,52;-12,43;0,76;6,27;;;;;;;;9,1;5,2;10,83;3,45;1,75
F. michailovski;3;;;;;;0;;28,34;15,65;-12,69;0;5,35;;;;;;;;7,5;;;;
F. michailovski;3;;;35,85;34,3;23,51;1,045818505;22,96;22,48;10,84;-11,64;0,44;7,56;12,92;8,21;2;120;;;;6,4;3,48;11,06;2,58;1,18
F. michailovski;3;;;;;;0;;23,01;12,31;-10,7;0,63;5,55;;;;;;;;13,2;3,18;12,05;2,53;1,64
F. michailovski;3;;;;;;0;;21,59;10,75;-10,84;1,08;5,08;;;;;;;;13,5;3,09;11,46;2,25;1,2
F. michailovski;3;;;;;;0;;25,97;12,25;-13,72;1,27;6,36;;;;;;;;12,7;4,44;10,63;3,08;1,41
F. michailovski;3;;;;;;0;;25,97;11,29;-14,68;1,18;7,2;;;;;;;;16,4;2,79;11,8;1,87;1,13
F. michailovski;3;;;;;;0;;21,74;11,9;-9,84;0,4;8,32;;;;;;;;18,1;3,61;11,93;1,99;1,14
F. michailovski;3;;;21,2;25,87;19,03;0,813943541;26,84;23,38;9,92;-13,46;1,24;3,8;14,67;7,07;2;94;;;;16,1;3,61;10,19;2,01;1,31
F. michailovski;3;;;;;;0;;23,77;8,09;-15,68;1,02;3,29;;;;;;;;13,5;2,84;10,86;1,9;1,71
F. michailovski;3;;;;;;0;;22,54;8,09;-14,45;0,46;5,76;;;;;;;;14,2;;;;
F. michailovski;3;;;;;;0;;21,01;9,75;-11,26;1,15;3,91;;;;;;;;14,3;;;;
F. michailovski;3;;;;;;0;;24,67;7,15;-17,52;1,03;4,43;;;;;;;;9,8;;;;
F. michailovski;3;;;;;;0;;24,16;8,07;-16,09;1,32;4,16;;;;;;;;7,2;;;;
F. michailovski;3;;;22;18,19;14,57;0,564947654;39,11;25,79;12,99;-12,8;1,69;3,9;14,88;6,41;2;100;;;;9,5;;;;
F. michailovski;3;;;;;;0;;25,48;12,99;-12,49;2,32;2,12;;;;;;;;20,7928;;;;
F. michailovski;3;;;;;;0;;25,46;12,77;-12,69;1,6;3,05;;;;;;;;25,12425;;;;
F. michailovski;3;;;;;;0;;25,66;12,97;-12,69;0,72;4,09;;;;;;;;19,7685;;;;
F. michailovski;3;;;;;;0;;26,84;11,64;-15,2;0,97;4,52;;;;;;;;23,86435;;;;
F. michailovski;3;;;;;;0;;25,62;13,74;-11,88;0,72;3,55;;;;;;;;17,7;;;;
F. michailovski;3;;;20,17;23,35;19,88;0,785460292;21,14;25,31;17,87;-7,44;;6,07;15,85;7,69;1;;;;;18,67045;;;;
F. michailovski;3;;;;;;0;;25,11;16,49;-8,62;;6,22;;;;;;;;16,9154;;;;
F. michailovski;3;;;;;;0;;25,39;18,01;-7,38;;5,42;;;;;;;;19,6023;;;;
F. michailovski;3;;;;;;0;;24,96;17,68;-7,28;;6,21;;;;;;;;19,75;;;;
F. michailovski;3;;;;;;0;;25,58;17,26;-8,32;;5,63;;;;;;;;25,4771;;;;
F. michailovski;3;;;;;;0;;25,33;18,01;-7,32;;4,15;;;;;;;;18,5977;;;;
F. michailovski;3;;;25,5;19,82;18,72;0,807941303;15,17;23,17;14,31;-8,86;;;;;;;;;;25,012;;;;
F. michailovski;3;;;;;;0;;23,78;14,24;-9,54;;;;;;;;;;25,5249;;;;
F. michailovski;3;;;;;;0;;25,55;14,47;-11,08;;;;;;;;;;22,6498;;;;
F. michailovski;3;;;;;;0;;23,6;16,06;-7,54;;;;;;;;;;33,618;;;;
F. michailovski;3;;;;;;0;;23,8;15,64;-8,16;;;;;;;;;;29,4853;;;;
F. michailovski;3;;;;;;0;;23,86;15,55;-8,31;;;;;;;;;;28,158;;;;
F. michailovski;3;;;27,41;26,38;19,5;0,712458897;55,82;27,37;13,72;-13,65;1,51;4,37;16,75;7,32;;90;;;;12;;;;
F. michailovski;3;;;;;;0;;27,37;13,41;-13,96;1,51;5,95;;;;;;;;12,2;;;;
F. michailovski;3;;;;;;0;;25,63;14,13;-11,5;1,9;5,39;;;;;;;;9,7;;;;
F. michailovski;3;;;;;;0;;26,69;13,88;-12,81;2,07;4,91;;;;;;;;8,4;;;;
F. michailovski;3;;;;;;0;;26,71;14,63;-12,08;0,6;4,28;;;;;;;;9,1;;;;
F. michailovski;3;;;;;;0;;23,8;14,69;-9,11;0,85;5,73;;;;;;;;7,9;;;;
F. michailovski;3;;;19,75;18,25;13,97;0,620062139;66,02;22,53;14,96;-7,57;2,54;4,43;14,12;6,92;;85;;;;14,1;;;;
F. michailovski;3;;;;;;0;;20,04;14,38;-5,66;2,54;3,32;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;21,57;13,72;-7,85;0,87;2,54;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;20,62;22,39;1,77;0,57;4,42;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;22,39;14,51;-7,88;0,94;4,42;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;21,95;14,51;-7,44;2,1;3,1;;;;;;;;;;;;
F. michailovski;3;;;22,39;25,28;18,9;0,786189684;64,18;24,04;17,13;-6,91;0,71;5,85;19,54;7,84;;90;;;;;;;;
F. michailovski;3;;;;;;0;;23,52;17,13;-6,39;0,17;4,8;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;23,98;16,64;-7,34;1,18;5,38;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;23,1;16,61;-6,49;0,51;6,29;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;22,76;18,27;-4,49;0,51;7,23;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;22,76;15,83;-6,93;0,85;4,72;;;;;;;;;;;;
F. michailovski;3;;;20,98;22,64;18,66;0,859116022;60,94;21,72;17,98;-3,74;0,95;4,81;17,97;9,77;;90;;;;;;;;
F. michailovski;3;;;;;;0;;21,42;17,23;-4,19;0,96;3,97;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;21,92;18,75;-3,17;0,4;4,43;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;21,82;16,45;-5,37;0,01;5,47;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;21,45;17,24;-4,21;2,23;5,71;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;20,68;17,25;-3,43;0,22;4,68;;;;;;;;;;;;
F. michailovski;3;;;25,71;23,22;19,72;1,001015228;56,08;19,7;13,73;-5,97;1,5;5,12;16,39;7;;85;;;;;;;;
F. michailovski;3;;;;;;0;;20,47;12,77;-7,7;0,9;6;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;19,44;12,47;-6,97;0,91;6,46;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;19,44;12,56;-6,88;0,91;6,8;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;19,54;11,65;-7,89;1,75;7,89;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;18,48;14,13;-4,35;0,84;6,64;;;;;;;;;;;;
F. michailovski;3;;;25,57;24,8;21,65;0,930382467;51,32;23,27;14,25;-9,02;0,71;6,25;17,02;9,44;;85;;;;;;;;
F. michailovski;3;;;;;;0;;22,94;13,77;-9,17;0,8;5,86;;;;;;;;;;;;
F. michailovski;3;;;;;;0;;22,3;13,33;-8,97;1,11;5,61;;;;;;;;;;;;
